name1;name2;path1;path2;n_match;ssim;H;Distance
39861-R.jpg;5713-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\39861-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\5713-R.jpg;72;0.110906954678893;"[[0.937182 0.123515 -25.889970]
 [-0.123515 0.937182 40.243262]]";0.3883157570922307
32307-R.jpg;38491-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\32307-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\38491-R.jpg;51;0.10113491285461432;"[[0.980866 -0.119560 19.534197]
 [0.119560 0.980866 -16.356372]]";0.3923981811695495
12258-R.jpg;14433-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\12258-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\14433-R.jpg;52;0.09333210165385082;"[[0.958787 -0.313324 72.251969]
 [0.313324 0.958787 -76.742916]]";0.39887680795167674
14433-R.jpg;38191-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\14433-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\38191-R.jpg;44;0.09320179661183325;"[[0.978069 0.220090 -55.129815]
 [-0.220090 0.978069 54.806439]]";0.4004467725653782
33066-R.jpg;38191-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\33066-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\38191-R.jpg;49;0.0920276502915839;"[[0.983197 -0.092535 10.223319]
 [0.092535 0.983197 -23.894934]]";0.4012290236426046
18519-R.jpg;33784-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\18519-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\33784-R.jpg;65;0.08618606881006338;"[[1.005923 -0.146840 33.813774]
 [0.146840 1.005923 -29.380987]]";0.4017493549726016
14433-R.jpg;33066-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\14433-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\33066-R.jpg;29;0.07533982242923529;"[[0.968144 0.305929 -57.804661]
 [-0.305929 0.968144 84.008347]]";0.4106315665546728
38491-R.jpg;40196-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\38491-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\40196-R.jpg;28;0.06541692694481266;"[[1.008542 -0.234886 59.963803]
 [0.234886 1.008542 -50.664031]]";0.4178250988958069
18519-R.jpg;32396-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\18519-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\32396-R.jpg;19;0.06164490658150419;"[[1.016101 -0.158046 29.561515]
 [0.158046 1.016101 -40.671871]]";0.42370342971796127
32307-R.jpg;40196-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\32307-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\40196-R.jpg;31;0.055122128175870325;"[[0.964988 -0.348667 83.175509]
 [0.348667 0.964988 -62.321155]]";0.4248538101868395
12258-R.jpg;38191-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\12258-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\38191-R.jpg;11;0.05541893893897425;"[[1.014504 -0.098214 -3.947802]
 [0.098214 1.014504 -38.806074]]";0.4276250381914716
14582-R.jpg;39861-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\14582-R.jpg;D:\BDD MONNAIES JUILLAC\TEST_PRE_GITLAB\DS1_to_DS10\DS08_R_1205\TEMP\CROP\39861-R.jpg;19;0.03365619079492031;"[[0.970412 -0.186966 51.632078]
 [0.186966 0.970412 -41.378936]]";0.43895148673703593
